,Year,DOY,StartTime,StopTime,A1112Amp,A14Amp,A15Amp,A16Amp,Availability,Quality,Comments,EventType,DeepClass,2004Class
11714,77,28,2217,2245.0,,2.2,,,2,22,"SPZ14=7MM,NEAR 14        1954",C,,
11715,77,29,1232,1255.0,1.2,,,3.0,2  2,2,1957,A,97,A 97
11716,77,29,1521,1550.0,,,,2.5,,22,1957,,,A 99
11717,77,30,637,750.0,,,,3.0,,,1961,,,T503
11718,77,30,905,955.0,,,,3.0,,,1961,,,T503
11719,77,30,1132,1250.0,,,,2.5,,,1962,,,T503
11720,77,30,1412,1430.0,,,,3.0,,,1962,,,
11721,77,30,1703,1730.0,,,,3.0,,,1963,,,T503
11722,77,30,2337,10.0,,,,2.5,,,1965,,,
11723,77,31,302,335.0,,,,2.5,,22,1966C,,,T503
11724,77,31,642,705.0,,,,2.5,,22,1967,,,T502
11725,77,31,1038,1105.0,,,,2.5,,,1968,,,T502
11726,77,32,1049,1120.0,,,1.8,,2,,1974,,,
11727,77,32,1554,1625.0,0.7,3.0,,,22,2,1975,A,101,A 13
11728,77,33,1157,1300.0,2.5,11.0,2.0,4.0,2222,,1979,C,,
11729,77,33,1518,1600.0,,1.2,,,2,,1980,,,
11730,77,33,1746,1815.0,,,,1.5,,,1980,,,
11731,77,33,2115,2140.0,0.5,2.0,,,2,,1981,,,A204
11732,77,33,2200,,,-1.0,,-1.0,,,,,,A 10
11733,77,34,545,610.0,0.4,2.5,,2.5,22 2,,1983,C,,
11734,77,34,642,730.0,1.2,4.0,2.5,2.0,2222,,1983,C,,
11735,77,34,1022,1100.0,,3.0,,,2,,1984,C,,
11736,77,35,747,810.0,0.2,1.5,,1.5,22 2,,1989,,,
11737,77,35,957,1030.0,,1.8,1.1,2.0,222,,1990,,,
11738,77,35,1932,1942.0,,,1.0,,2,,15 SPZ IS CLIPPED        1992,Z,,
11739,77,35,2140,2225.0,1.0,8.0,4.0,6.0,2222,,1993,A,07,A  7
11740,77,36,447,540.0,2.5,11.0,3.0,7.0,2222,2,1995,A,01,A  1
11741,77,36,728,800.0,,2.0,,,2,2,1996,,,A394
11742,77,36,1106,1140.0,2.0,,,,2,2,1996,,,
11743,77,36,1440,1505.0,0.7,2.0,,,22,2,1998,,,A340
11744,77,36,1745,1830.0,3.0,10.0,4.0,7.0,2222,2,14 SPZ=8MM               1998,C,,
11745,77,36,2041,2125.0,0.9,2.5,12.0,,222,2,"15 SPZ=10MM,NEAR 15      1999",C,,
11746,77,36,2205,2300.0,0.8,2.5,,,22,2,1999C,,,
11747,77,37,910,9999.0,0.5,3.0,2.5,,222,2,2002,,,A257
11748,77,37,937,1000.0,0.6,3.5,,,22,2,2002,A,105,A  5
11749,77,37,1643,1705.0,,1.5,1.0,,22,,2003,,,A246
11750,77,37,2248,2310.0,0.6,1.5,,,22,2,2005,,,A 31
11751,77,37,2344,10.0,0.6,2.5,,,22,2,2005,,,A  1
11752,77,38,334,400.0,0.7,2.0,2.0,4.0,2222,2,2005,A,82,A 82
11753,77,38,600,9999.0,1.0,2.0,,,22,22,2006,,,
11754,77,38,625,650.0,0.9,2.5,,,22,22,2006C,,,A223
11755,77,38,710,730.0,0.7,2.0,,,22,22,2007,,,A219
11756,77,38,1752,1820.0,0.7,3.0,,,22,22,2009,,,A244
11757,77,38,1826,,-1.0,-1.0,,,,,,,,A  1
11758,77,38,1909,1920.0,,0.1,,,2,22,SPZ14=20MM               2010,,,
11759,77,38,2140,2210.0,0.8,3.0,,,22,22,2010,,,A 14
11760,77,39,312,335.0,0.8,1.5,,,22,22,2011,,,
11761,77,39,1055,1125.0,,2.0,,,2,22,2013C,,,
11762,77,39,1445,1510.0,,1.7,2.0,,22,22,2015,,,A 37
11763,77,39,1656,1730.0,1.1,3.5,,,22,22,2015,A,01,A  1
11764,77,40,1925,1950.0,1.0,3.0,,,22,222,2021,,,A  1
11765,77,41,1730,1750.0,,2.2,,1.5,2 2,2,2025,,,
11766,77,43,755,825.0,,,,1.5,,22,2032,,,
11767,77,43,2138,2205.0,,1.5,,1.5,2 2,222,2036,,,A287
11768,77,43,2230,2250.0,,,,1.5,,222,2036,,,
11769,77,44,1020,1140.0,3.0,15.0,3.7,5.0,2222,,2038,C,,
11770,77,45,2023,2100.0,1.0,3.0,,2.0,22 2,,15 SYNC TELESEISM        2046,C,,
11771,77,46,351,420.0,,1.0,,,2,,2047,,,
11772,77,46,1047,1113.0,,,1.0,,2,,2049,,,
11773,77,47,1915,1940.0,0.6,1.5,,,22,,2058,,,
11774,77,49,548,620.0,0.8,3.0,,,22,5,15 DATA BAP              2066,A,23,A 23
11775,77,49,724,810.0,1.0,4.5,1.0,1.9,2222,,TELESEISM                2066,,,
11776,77,49,1048,1110.0,,,,4.0,,,"SP16=25MM,NEAR 16 C      2067",C,,
11777,77,49,1125,1155.0,0.5,1.8,,1.8,22 2,,2067,,,
11778,77,49,1402,1430.0,,1.2,0.6,1.0,222,,2067,,,
11779,77,49,1435,1500.0,0.6,2.0,,1.0,22 2,,2067C,,,
11780,77,49,1635,1735.0,1.0,4.5,1.0,,222,,2068,,,
11781,77,49,2312,2330.0,,2.0,,1.0,2 2,2,2070,,,
11782,77,50,105,125.0,,2.0,,2.0,2 2,2,2070,,,
11783,77,50,138,205.0,0.6,2.0,,,22,2,2070,,,A 75
11784,77,50,256,320.0,0.8,2.0,,,22,2,2070,,,A 14
11785,77,50,713,740.0,0.6,2.0,0.5,1.7,2222,,2071,,,A255
11786,77,50,800,820.0,0.6,2.0,0.6,1.2,2222,,2071,,,
11787,77,50,1020,9999.0,0.6,3.0,2.0,1.5,2222,,2072,A,29,A 29
11788,77,50,1045,1120.0,0.8,3.0,0.9,1.3,2222,,2072,,,A201
11789,77,50,1334,1400.0,0.6,2.0,,,22,,2072C,,,A 75
11790,77,50,1545,1605.0,,,0.6,,2,1,2074,,,
11791,77,50,1739,1810.0,,,0.6,,2,1,2074,,,
11792,77,50,1910,1935.0,,,,2.0,,1,M?                       2074,,,A 10
11793,77,50,2348,10.0,0.5,,,1.9,2  2,,2076,C,,
11794,77,51,246,310.0,0.5,2.0,,1.5,22 2,2,2077,,,A368
11795,77,51,411,445.0,,,,1.9,,22,2077,,,
11796,77,51,1200,1230.0,,1.5,,,2,,2078C,,,A 10
11797,77,51,1327,1352.0,,2.0,,,2,,2079,,,A371
11798,77,51,2012,2045.0,1.0,3.0,,,22,,2081,A,09,A  9
11799,77,51,2108,2150.0,,3.0,1.1,2.5,222,,2082,M,,A 25
11800,77,52,235,250.0,,1.2,,,2,55,14&15 DATA BAD           2083,,,
11801,77,52,312,9999.0,,1.7,,1.7,2 2,55,15&15 DATA BAD           2083,,,A233
11802,77,52,335,410.0,,1.5,,1.2,2 2,55,14&15 DATA BAD           2083,,,
11803,77,52,517,545.0,0.5,2.8,,1.3,22 2,55,14&15 DATA BAD           2083,,,
11804,77,52,1059,1125.0,,1.4,,,2,,2084,,,
11805,77,52,1155,1230.0,0.9,2.3,,2.2,22 2,,2084,A,08,A  8
11806,77,52,1616,1640.0,,1.3,,1.1,2 2,,2085,,,
11807,77,52,1755,1830.0,1.0,2.9,,2.0,22 2,,2086,A,08,A  8
11808,77,53,208,240.0,,3.2,,1.4,2 2,5,15 DATA BAD              2089,A,16,A 16
11809,77,53,508,545.0,,11.0,,,2,,"C NEAR 14, SPZ=50MM      2089",C,,
11810,77,53,2322,2350.0,0.8,1.8,,,22,,2093,,,
11811,77,54,13,15.0,,1.2,,,2,,14SPZ=9MM                2093,C,,
11812,77,55,1107,1130.0,,,0.5,1.0,22,,2100,,,
11813,77,56,249,335.0,0.6,2.4,1.2,,222,2,"DIST., 16SR@/1812        2104",C,,
11814,77,56,1113,1120.0,,,,0.01,,2,SP16 CLIPPED             2105,,,
11815,77,56,1735,1800.0,0.5,2.0,1.0,,222,5,16 BAD                   2106C,A,97,A 97
11816,77,57,533,555.0,,,14.3,,2,2,"C NEAR 15,SPZ=30MM       2109C",C,,
11817,77,57,2209,,-1.0,,,,,,,,,A  8
11818,77,58,141,220.0,1.0,2.8,,,22,22,15SR@57/0544             2115,C,,
11819,77,58,627,655.0,,1.9,,,2,22,2116,M,,A222
11820,77,59,1101,1140.0,1.4,8.4,5.0,5.2,2222,2222,14&12SR@58/1424&2110     2123,C,,
11821,77,59,1753,1820.0,,,,4.0,,2222,2124,C,,
11822,77,60,547,610.0,,,1.6,2.5,22,2222,2127C,,,
11823,77,60,1518,1535.0,,,,3.0,,22,2130,M,,T503
11824,77,60,1539,1600.0,,2.0,,,2,2222,2130,,,
11825,77,60,2148,2156.0,,,2.0,,2,22,SPZ=8.5MM                2131,Z,,
11826,77,60,2306,2335.0,0.9,1.9,1.4,3.0,2222,22,2132,A,99,A 18
11827,77,61,312,330.0,,,0.7,2.5,22,22,2132C,,,T503
11828,77,61,445,520.0,,1.0,1.0,3.0,222,222,2133,M,,A 18
11829,77,61,633,9999.0,1.6,7.0,2.0,3.0,2222,2,2134,A,101,A 13
11830,77,61,659,730.0,0.8,8.0,1.0,2.4,2222,2,2134,,,A216
11831,77,61,741,9999.0,,,1.4,,2,2,SPZ=7.5MM                2134,Z,,
11832,77,61,752,810.0,,,,3.0,,2,2134,,,T502
11833,77,61,842,9999.0,0.7,2.0,1.8,3.1,2222,2,2134,,,A 18
11834,77,61,852,920.0,0.8,2.0,,3.1,22 2,2,2134,,,
11835,77,61,1151,1210.0,,,,2.5,,22,2135,,,
11836,77,61,1220,1255.0,,1.0,0.7,1.5,222,22,2135,,,A286
11837,77,61,1759,1820.0,0.5,1.8,,,22,,2137,,,
11838,77,62,728,755.0,0.8,1.3,1.1,3.0,2222,,2140C,,,A 86
11839,77,62,1345,1410.0,0.8,2.1,1.1,3.1,2222,,2142,M,,A251
11840,77,62,1643,1710.0,0.7,3.5,2.8,3.5,2222,,2142C,A,85,A 22
11841,77,63,551,615.0,,1.5,1.2,1.5,22,2,2145,,,
11842,77,63,945,,,,,-1.0,,,,,,A  8
11843,77,63,1130,1200.0,1.0,2.2,,,22,,2146,,,
11844,77,63,1221,1305.0,2.8,8.4,2.3,4.3,2222,2,2146C,A,01,A  1
11845,77,63,1330,1355.0,,2.1,1.1,2.0,222,,2147,,,A340
11846,77,63,1552,1610.0,0.5,2.3,,,22,,2147,,,
11847,77,63,1907,1925.0,1.0,3.0,1.5,2.5,,5555,BEHEADED                 2148,,,
11848,77,63,2126,2200.0,0.9,1.9,1.1,2.0,2222,,2148,,,A 86
11849,77,63,2223,2250.0,,1.6,1.0,,22,,2148C,,,
11850,77,64,313,340.0,0.5,2.0,1.0,2.0,2222,,2149,,,A 36
11851,77,64,656,730.0,,,3.3,4.1,22,22,2150,A,74,A 74
11852,77,64,805,,,,,-1.0,,,,,,A  8
11853,77,64,830,,,,-1.0,-1.0,,,,,,A  6
11854,77,64,943,1005.0,0.5,2.1,,,22,,2151,,,A334
11855,77,64,1016,1040.0,,2.1,2.7,2.3,222,,2151,M,,A257
11856,77,64,1057,1115.0,,1.9,1.8,,22,,2151,,,
11857,77,64,1132,9999.0,0.8,2.1,1.5,,222,,2151,,,A223
11858,77,64,1142,1155.0,0.5,2.0,1.5,2.9,2222,,2151,,,A107
11859,77,64,1216,1255.0,1.1,5.0,5.1,5.8,2222,,"NEAREST TO 15,GOOD P&S   2151",A,06,A  6
11860,77,64,1411,1435.0,,1.9,2.0,,22,,2151,,,A 65
11861,77,64,1618,1645.0,,2.1,2.4,,22,,2152,,,A 18
11862,77,64,1933,2000.0,,3.0,2.2,2.1,222,,2153,,,A246
11863,77,64,2153,,,,-1.0,-1.0,,,,,,A  6
11864,77,64,2340,0.0,,2.0,2.7,,22,,2153,M,,A 31
11865,77,65,18,45.0,1.0,2.6,,,22,,2153C,A,105,A  5
11866,77,65,707,730.0,0.6,2.0,1.0,,222,22,2155,,,A244
11867,77,65,729,750.0,0.6,2.0,1.0,,222,22,2155,,,
11868,77,65,816,840.0,,1.5,1.0,,22,2,2155,,,A202
11869,77,65,1018,9999.0,1.9,5.3,1.1,3.8,2222,,GOOD P&S AT 14           2155,A,01,A  1
11870,77,65,1041,1115.0,1.9,4.1,1.0,3.4,2222,,2155C,M,,A 14
11871,77,65,1508,1535.0,0.8,1.7,1.7,,222,2,2157,,,A239
11872,77,65,1515,,,,,-1.0,,,,,,A  8
11873,77,65,1725,1750.0,0.6,2.0,2.1,,222,2,2157,,,A238
11874,77,65,1802,1825.0,,1.8,1.0,,22,2,2157,,,A370
11875,77,65,2128,2155.0,0.8,1.7,1.7,3.7,2222,2  2,2158,A,82,A 82
11876,77,65,2233,2250.0,1.0,1.7,,,22,2  2,2158,,,
11877,77,66,1651,1710.0,,1.2,2.0,,22,2  2,2162C,,,A408
11878,77,66,2146,2210.0,0.6,1.5,1.0,,222,2,2163,,,A 37
11879,77,66,2351,15.0,0.5,2.0,2.4,,222,2,2164,M,,A 19
11880,77,67,113,140.0,0.6,2.5,1.5,4.0,2222,2,2165,C,,
11881,77,67,200,300.0,3.0,11.0,1.5,6.0,2222,2,14SPZ=5MM                2165,A,01,A  1
11882,77,67,638,745.0,,4.0,1.0,,22,,14 SPZ=8MM               2166,C,,
11883,77,67,1812,1850.0,0.6,1.5,,,22,22,2168,,,
11884,77,67,2108,2130.0,0.6,1.5,,,22,22,2169,,,
11885,77,67,2135,2200.0,0.6,1.5,,,22,22,2169,,,
11886,77,69,636,700.0,0.6,2.0,,,22,22,2177,M,,A  1
11887,77,74,1222,1315.0,0.8,2.7,1.3,2.1,2222,,"DISTANT, NO SPZ          2209",C,,
11888,77,76,544,610.0,,1.1,0.8,1.7,222,5,SYN ERROR 15             2219,M,,A245
11889,77,76,1020,1045.0,1.1,3.0,,,22,,2219C,A,23,A 23
11890,77,76,2345,10.0,,2.0,0.6,1.8,222,,M?                       2223,,,A272
11891,77,77,701,,-1.0,-1.0,-1.0,-1.0,,,,,,A  1
11892,77,77,1439,1540.0,2.08,7.0,1.8,2.7,2222,,14SPZ=1.3MM              2226,C,,
11893,77,77,1612,1650.0,1.0,3.7,,1.6,22 2,,2226,M,,A  9
11894,77,77,1711,1745.0,0.9,3.0,2.1,2.0,2222,,2226C,A,29,A 29
11895,77,77,2017,2045.0,0.5,2.0,1.0,2.0,2222,,2227,,,
11896,77,77,2135,2155.0,,2.0,,,2,,2227,,,A 14
11897,77,78,135,215.0,0.9,2.2,,1.9,22 2,,2228,M,,A 10
11898,77,78,230,255.0,,,,2.6,,,2228,,,A423
11899,77,78,1505,1525.0,,,2.4,,2,,15SPZ=11MM               2231,C,,
11900,77,78,1650,1715.0,,2.4,0.8,,22,,2231C,,,
11901,77,78,1809,1830.0,0.5,2.0,,,22,,M?                       2232,,,A 35
11902,77,79,0,30.0,1.0,3.3,1.5,3.1,2222,,2233,A,114,A114
11903,77,79,230,255.0,0.5,2.0,,,22,,M?                       2233C,,,A 69
11904,77,79,510,,,,,-1.0,,,,,,A  8
11905,77,79,714,732.0,1.1,3.8,,1.5,22 2,,STOP AT DATA GAP         2234,A,09,A  9
11906,77,79,807,9999.0,,2.7,0.5,1.0,222,,2234,,,A 16
11907,77,79,825,9999.0,,2.2,2.0,2.0,222,,2234,,,A233
11908,77,79,830,910.0,0.9,3.9,,4.2,22 2,3,2234C,M,,A 25
11909,77,79,1119,1140.0,0.9,2.8,,1.9,,5555,BEHEADED                 2236,,,
11910,77,79,1246,1315.0,0.9,3.0,,,22,,2236,,,A 75
11911,77,79,1335,1355.0,,2.0,,1.0,2 2,,2236,,,A364
11912,77,79,1501,1530.0,0.8,2.0,1.0,1.2,2222,,2236,M,,A 34
11913,77,79,1740,1810.0,0.8,2.0,,1.3,22 2,,2237,,,A  8
11914,77,79,2133,2200.0,,2.0,0.5,1.7,222,,2238,,,A362
11915,77,80,7,100.0,1.7,6.0,1.1,3.3,2222,,2239,C,,
11916,77,81,247,320.0,,,,2.1,,,16SPZ=7MM                2245,C,,
11917,77,81,605,620.0,,,1.1,,2,,15SPZ=12MM               2246,Z,,
11918,77,81,606,625.0,,2.4,,1.2,2 2,3,2246,M,,A 27
11919,77,81,815,850.0,,,,1.5,,,2246C,C,,
11920,77,81,1110,1150.0,,3.1,,,2,,14SPZ=6MM                2247,C,,
11921,77,82,1929,2055.0,2.3,36.0,1.1,1.8,2222,,14SPZ=6MM                2255,C,,
11922,77,83,444,500.0,,,7.0,,2,,15SPZ=95MM               2257,C,,
11923,77,83,2029,2054.0,,1.6,,,2,,?                        2261,,,A204
11924,77,84,423,9999.0,,,,2.3,,,16SPZ=15MM               2263,C,,
11925,77,84,437,510.0,0.8,2.7,1.0,3.5,2222,,2263,A,97,A 97
11926,77,84,1256,1310.0,,4.7,,,2,,14SPZ CLIPPED            2265,C,,
11927,77,85,2246,2315.0,1.0,1.4,,,22,2,16SR@085/0723            2272,,,
11928,77,86,40,115.0,0.8,1.2,,2.2,22 2,2,2273,M,,A 11
11929,77,86,1605,1630.0,0.8,2.0,,2.0,22 2,2,2277,,,A218
11930,77,87,19,45.0,,1.7,,1.6,2 2,22,15SR@086/1952            2279,,,A  8
11931,77,87,340,405.0,,1.1,,1.5,2 2,22,2279,,,
11932,77,87,726,755.0,3.2,,,,2,22,C NEAR 12                2280,C,,
11933,77,87,1538,1547.0,,5.0,,,2,22,SPZ CLIPPED              2283,C,,
11934,77,87,2055,2110.0,0.9,2.1,,,22,22,2284,,,A204
11935,77,87,2223,9999.0,1.0,2.5,,7.0,22 2,22,2284,A,99,A 99
11936,77,87,2238,2255.0,1.0,2.4,,,22,32,2284,,,A332
11937,77,87,2353,10.0,,1.4,,1.7,2 2,2,2284C,,,
11938,77,88,50,110.0,,1.9,,,2,1,2285,,,A 10
11939,77,88,543,610.0,1.0,2.8,,,22,22,14SR@088/0328            2286,,,A 59
11940,77,88,1105,1120.0,,2.5,,,2,222,"14SPZ=20MM,12SR@088/1030 2287",,,
11941,77,88,1853,1920.0,1.0,2.4,1.1,2.3,2222,22,2289,,,A 10
11942,77,89,247,,-1.0,,,-1.0,,,,,,A  1
11943,77,89,325,,,,,-1.0,,,,,,A 14
11944,77,89,820,850.0,,,,4.0,,2,2293,,,A284
11945,77,89,933,,-1.0,-1.0,-1.0,-1.0,,,,,,A 18
11946,77,89,1342,,-1.0,,-1.0,-1.0,,,,,,A 18
11947,77,89,1535,9999.0,1.9,7.0,2.9,5.9,2222,2 2,2294C,A,101,A 13
11948,77,89,1556,,-1.0,,,-1.0,,,,,,A 14
11949,77,89,1617,1700.0,1.0,2.5,2.9,5.8,2222,2,2295,A,102,A 18
11950,77,89,1943,2025.0,1.0,3.0,2.0,4.7,2222,2,2295,A,07,A  7
11951,77,89,2048,,-1.0,-1.0,-1.0,-1.0,,,,,,A 18
11952,77,89,2230,2315.0,1.0,3.8,1.8,3.1,2222,2,"14SPZ=1.3MM,DISTANT?     2296",C,,
11953,77,90,154,240.0,1.2,4.2,3.1,6.0,2222,2,2296C,M,,A 18
11954,77,90,412,450.0,1.4,3.0,1.8,5.7,2222,2,2297,M,,A251
11955,77,90,520,545.0,1.1,3.0,,6.1,22 2,2,2297,A,24,A 86
11956,77,90,602,630.0,1.0,2.7,,2.9,22 2,2,2297,,,A208
11957,77,90,655,730.0,,,,5.0,2,2,2297C,,,A  8
11958,77,90,757,840.0,,2.8,,,2,5,"14XAMP,SPZ=3MM,BITJUMP Y 2298",C,,
11959,77,90,918,950.0,1.0,2.3,,4.1,22 2,5,14XAMP(YBITJUMP)         2298,M,,A  1
11960,77,90,1217,1300.0,1.1,2.2,2.2,4.4,2222,5,14XAMP(YBITJUMP)         2299,M,,A 26
11961,77,90,1327,9999.0,1.0,2.2,,4.5,22 2,5,14XAMP(YBITJUMP)         2299,,,A301
11962,77,90,1337,1440.0,1.6,3.8,3.9,7.0,2222,5,14XAMP(YBITJUMP)         2299,A,85,A 22
11963,77,90,1537,1600.0,,,,5.0,2,,2299,A,24,A208
11964,77,90,1642,1740.0,1.0,2.9,1.4,3.1,2222,,"VERY DISTANT,RT=15MIN   12299",C,,
11965,77,90,1932,9999.0,0.8,,1.4,3.4,2 22,,12999,,,
11966,77,90,1941,2015.0,1.0,2.0,2.1,10.0,2222,,12999C,A,08,
11967,77,90,2125,2210.0,1.0,1.7,1.3,3.1,2222,,VERY EMERGENT            2302,,,
11968,77,90,2257,2315.0,,,1.7,2.3,22,,12032,,,A216
11969,77,90,2336,10.0,1.2,2.3,2.1,4.0,2222,,12032,M,,A 74
11970,77,91,26,9999.0,1.1,2.2,2.0,4.0,2222,,12032,M,,A 38
11971,77,91,35,110.0,1.1,2.2,1.9,4.0,2222,3333,12032,,,
11972,77,91,117,150.0,1.0,2.0,1.9,2.9,2222,,TWO EVENTS?             12032,M,,
11973,77,91,310,9999.0,1.1,1.5,1.1,3.9,2222,,2303,,,A100
11974,77,91,350,9999.0,,,1.8,3.9,22,,2303,,,A449
11975,77,91,420,525.0,2.1,4.1,4.2,6.0,2222,,"DISTANT,NO SPZ           2303",C,,
11976,77,91,548,615.0,,2.1,,,2,,2304,,,
11977,77,91,642,720.0,1.7,2.7,,3.5,22 2,,2304,M,,
11978,77,91,716,725.0,,,2.1,,2,,SPZ=8MM                  2304,Z,,
11979,77,91,735,810.0,1.0,2.0,1.2,3.8,2222,,2304,M,,A 25
11980,77,91,942,1010.0,1.0,2.0,1.9,3.0,2222,,2304,M,,A 27
11981,77,91,1220,1300.0,1.0,2.3,3.0,5.0,2222,,2306,M,,A 65
11982,77,91,1308,9999.0,0.8,1.9,,3.0,22 2,,2306,,,A218
11983,77,91,1319,1345.0,1.0,1.9,1.3,3.2,2222,33 3,2306,,,A 10
11984,77,91,1507,1600.0,1.0,2.8,2.2,6.0,2222,,2306,A,07,A  7
11985,77,91,1612,1645.0,1.0,2.0,1.4,2.7,2222,,2306,,,A219
11986,77,91,1740,9999.0,1.3,3.4,,4.1,22 2,,2307,A,01,A  1
11987,77,91,1805,9999.0,,2.0,,3.6,2 2,,2307,,,A100
11988,77,91,1833,1900.0,1.1,,,3.7,2  2,,2307,,,
11989,77,91,2021,2050.0,1.0,1.9,1.9,2.8,2222,,2307,,,A 20
11990,77,91,2057,2135.0,1.6,3.0,2.2,5.3,2222,,2307C,M,,A234
11991,77,91,2242,2320.0,0.9,1.6,1.4,3.6,2222,,TWO EVENTS?              2308,,,A 26
11992,77,91,2248,,,,,-1.0,,,,,,A  1
11993,77,92,3,40.0,1.0,2.0,1.4,,222,,TWO EVENTS?              2308,,,A203
11994,77,92,115,200.0,1.1,2.1,,2.8,22 2,,DISTANT C? TWO EVENTS?   2308,,,A334
11995,77,92,218,9999.0,1.4,2.0,3.7,3.6,2222,,2308C,M,,A 31
11996,77,92,245,315.0,1.1,2.2,2.1,3.2,2222,,2309,,,A223
11997,77,92,410,430.0,0.9,1.7,,,22,,?                        2309,,,
11998,77,92,643,750.0,1.9,4.2,6.2,10.4,2222,,"N OF ARRAY, CLEAR P&S    2310",A,106,A  6
11999,77,92,756,820.0,,,2.0,,2,,NO SPZ                   2310,,,A399
12000,77,92,1052,1110.0,,1.6,,,2,,?                        2311,,,
12001,77,92,1115,1150.0,,,3.0,,2,,2311,,,
12002,77,92,1152,1230.0,,1.7,2.0,6.1,222,,2311,A,107,A107
12003,77,92,1401,1415.0,,,1.8,3.0,22,,NO SPZ                   2311,,,A285
12004,77,92,1546,1640.0,2.3,5.8,2.2,14.0,2222,,S OF ARRAY               2312,A,01,A  1
12005,77,92,1833,1905.0,1.0,2.4,1.1,3.7,2222,,2313,M,,A202
12006,77,92,1938,9999.0,0.9,2.0,3.0,2.9,2222,,N OF ARRAY               2313,M,,A238
12007,77,92,2000,2040.0,1.4,2.7,1.8,7.5,2222,,2313,M,,A 14
12008,77,93,147,210.0,0.7,,3.0,3.0,2 22,5,14DATA BAD               2315,,,A239
12009,77,93,358,,,-1.0,-1.0,-1.0,,,,,,A  6
12010,77,93,602,9999.0,1.0,2.9,1.8,2.8,2222,,DISTANT                  2315C,C,,
12011,77,93,633,705.0,,1.9,2.0,4.9,222,3333,2316,M,,
12012,77,93,1328,1400.0,1.0,2.0,2.2,3.3,2222,,NORTH                    2317,M,,A 19
12013,77,93,1716,1725.0,,1.0,,2.5,2 2,2,EVENTS?                  2318C,,,
12014,77,93,2045,2115.0,,1.6,2.0,8.9,222,,2319,A,111,A 82
12015,77,93,2330,2350.0,,1.2,1.9,3.4,222,,2320,,,
12016,77,94,228,250.0,,,,5.9,2,,2320C,,,A 70
12017,77,94,240,620.0,,,,0.01,2,,ECLIPSE                  2320C,X,,
12018,77,94,734,800.0,1.0,2.0,2.2,3.6,2222,,2321,M,,A 37
12019,77,94,1032,1130.0,1.5,3.1,3.0,10.4,2222,,NNE                      2322,A,82,A 64
12020,77,94,1347,1400.0,1.2,1.6,,,22,,2323,,,
12021,77,94,1540,1555.0,,,2.0,,2,,2323,,,A406
12022,77,94,2159,2225.0,,1.2,,3.6,2 2,,2324C,,,A331
12023,77,95,245,325.0,3.0,5.3,1.2,5.0,2222,,SW                       2325,A,88,A  1
12024,77,95,727,9999.0,,1.0,,2.5,2 2,2,2327,,,A223
12025,77,95,744,9999.0,0.6,1.0,,2.5,22 2,2,2327,,,A396
12026,77,95,758,820.0,,1.3,1.1,5.0,222,,2327,,,A416
12027,77,95,1005,1030.0,,,2.0,2.5,22,,2327C,,,A263
12028,77,95,1454,1540.0,2.4,2.0,,,22,,14SPZ=1.7MM              2329,C,,
12029,77,95,1947,2010.0,,1.8,,,2,,14SPZ=1.8MM              2330,,,A225
12030,77,95,2032,2055.0,,,1.4,3.5,22,,2330,,,A 97
12031,77,95,2128,2215.0,1.6,2.9,2.4,2.9,2222,,2330C,C,,
12032,77,96,426,450.0,1.0,1.2,,3.3,22 2,,2332,A,89,A 89
12033,77,96,648,710.0,,1.6,3.0,2.0,222,,"HFT? SPZ=3,14MM@14,15    2333",,,
12034,77,96,1248,1350.0,1.2,7.9,1.1,1.9,2222,,14SPZ=11MM               2334,C,,
12035,77,96,1652,1715.0,,1.0,,2.0,2 2,2,2335,,,A363
12036,77,96,2230,2243.0,1.1,1.7,3.0,2.2,2222,,MAGNETIC DISTURBANCE     2336,X,,
12037,77,97,911,935.0,0.9,1.2,1.3,,22,2,2339,,,A 13
12038,77,97,1750,1758.0,1.1,1.8,1.8,,22,2,MAGNETIC?                2341,X,,
12039,77,97,2241,2300.0,0.6,1.0,,,22,22,14 SPZ=5MM               2342,C,,
12040,77,98,1137,1205.0,1.5,2.6,,,22,,2344C,,,A  1
12041,77,98,1338,9999.0,0.6,1.0,,1.2,22 2,2,2345,,,A 20
12042,77,98,1354,1415.0,,1.0,,2.0,2 2,2,2345,,,
12043,77,98,2227,2250.0,,1.0,,2.5,2 2,22,2347,,,
12044,77,100,232,247.0,1.0,,,,2,2,2354,,,
12045,77,100,301,316.0,1.0,,,,2,2,2354,,,A 38
12046,77,100,1504,1520.0,1.0,,,,2,2,2356,,,
12047,77,100,2258,10.0,4.0,10.0,2.5,4.5,2222,5,"14Y BIT JUMPS, 14X AMPL  2358",C,,
12048,77,101,1323,1440.0,4.0,12.0,5.0,7.0,2222,5,"14Y BIT JUMPS, 14X AMPL  2361",C,,
12049,77,102,150,230.0,,,0.8,3.0,22,2,14SS@102/1420            2364C,M,,A 64
12050,77,103,1328,1348.0,0.6,1.5,,,22,,2373,,,A339
12051,77,103,1604,1630.0,,1.7,,2.1,2 2,,2373,,,
12052,77,103,1935,2010.0,1.2,3.5,,2.8,22 2,,2374,A,23,A 23
12053,77,103,1941,,,,,-1.0,,,,,,A  1
12054,77,103,2212,2235.0,0.6,2.0,0.6,2.2,2222,,2375,,,A201
12055,77,104,146,215.0,,1.5,0.6,3.0,222,,2375C,,,
